▼	kapenuhan, ngisor, panah, pesagi telu, pesagi telu kapenuhan pucuke ing ngisor
◊	kupatan, pesagi papat kupatan, sigaran kupatan
○	binderan, bunderan kothong, cincen
●	bundera kapenuhan, bunderan, bunderan kapenuhan
◯	bunderan, bunderan kothong gedhe, cincen
♪	gendhing, gendhing wolu, karawitan, wolu
♭	bemolle, gendhing, karawitan, warata
♯	diesis, dièse, gendhing, karawitan, landep
😀	guyu, rai, rai ngguyu
😃	cangkem, menga, mesem, rai, rai ngguyu matane mblalak
😄	cangkem, mata, menga, mesem, rai, rai ngguyu nganti merem-merem
😁	mata, mecengis, mesem, rai, rai ngguyu mecengis nganti merem
😆	cangkem, guyu, marem, mesem, rai, rai ngguyu nganti matane dhipet
😅	adhem, kringet, menga, mesem, rai, rai ngguyu nganti kringet tumetes
🤣	guyu, jogan, ngglinting, ngguyu ngakak nganti glintingan ing jogan, rai
😂	bungah, guyu, luh, rai, rai ngguyu nganti luhen saking bungahe
🙂	mesem, rai, rai mesem
🙃	kuwalik, rai, rai kuwalik
🫠	cairan, ilang, larut, lebur, rai lebur
😉	kedhèp, rai, rai ngedhèpi
😊	abang pipine, mata, mesem, rai, rai mesem matane merem
😇	fantasi, rai, rai mesem mawa tandha santo ing sirahe, suci, tandha santo
🥰	ati-ati, kesengsem, naksir, rai mesem mawa ati-ati manguncup, tumiba tresna
😍	katresnan, mata, mesem, rai, rai mesem matane metu atine
🤩	ketiban lintang, lintang, mata, ngguyu, rai
😘	ambung, rai, rai nyebul sun
😗	ambung, rai, rai ngambung
☺️	anteng, gambar sketsa, mesem, rai, rai lagi mesem
😚	ambung, mata, merem, rai, rai ngambung karo matane merem
😙	ambung, mata, mesem, rai, rai ngambung matane merem bungah
🥲	bangga, luh, matur nuwun, mesem, nguculake, nyentuh, rai mesem nanging mripat luhen
😋	enak, mesem, rai, rai themal-themel mangan, sedhep, themal-themel
😛	ilat, rai, rai melet
😜	guyon, kedhep, mata, melet, rai, rai kedhep karo melet
🤪	cilik, gedhe, mata, plolak-plolek, rai merat-merot
😝	mata, melet, nggilani, rai, rai melet matane ndhipet, rasane
🤑	dhuwit, ijo, rai, rai mata dhuwiten
🤗	nyikep, rai, rai nyikep, sikep
🤭	rai mawa tangan nutupi cangkem, waduh
🫢	gumun, kaget, nggumun, ngisin-isini, ora percaya, rai mawa mata melek lan tangan nutupi cangkem, wedi
🫣	kepincut, mentheleng, ngintip, rai mawa mripat ngintip
🤫	hus, meneng, rai ngaba-aba akon meneng, rai ngaba-aba hus
🤔	mikir, rai, rai mikir
🫡	cerah, hormat, iyo, rai hormat, wadya bala, yoh
🤐	cangkem, leregan, rai, rai sing leregan lambene ditutup
🤨	ora percaya, rai alise siji kaangkat, skeptis
😐️	anteng, luweh, rai, rai anteng, tanpa ekspresi
😑	luweh, rai, rai tanpa ekspresi, tanpa ekspresi
😶	anteng, cangkem, meneng, rai, rai tanpa cangkem
🫥	ilang, introvet, nandang shungkowo, ndelik, ora ketok, rai garis strip
😶‍🌫	lalenan, rai ora dong, rai ora mudeng, sirah ora dong
😏	ngenyek, rai, rai mesem ngenyek
😒	anyel, rai, rai wegah ngguyu, wegah ngguyu
🙄	mata, mlerok, rai, rai matane mlerok
😬	mbatek, rai, rai mringis mbatek
😮‍💨	ambegan, lega, mbisiki, megap-megap, nglenguh, rai ambegan lego, singsot
🤥	ngapusi, pinokio, rai, rai ngapusi
😌	lega, rai, rai lega
😔	kesel ati, mikir, rai, rai sedhih anggone mikir
😪	ngantuk, rai, rai ngantuk, turu
🤤	ngiler, rai, rai ileren
😴	rai, rai turu, turu, zzzz
😷	dhokter, masker, mriang, rai, rai nganggo masker dhokter, watuk
🤒	lara, mriang, rai, rai ngemut termometer, termometer
🤕	bebet, cidra, rai, rai sirahe dibebet, tatu
🤢	muleg-muleg, mutah, rai, rai ngrasa muleg-muleg
🤮	lara, mutah, rai mutah-mutah
🤧	mugi gusti paring sehat, rai, rai wahing, wahing
🥵	abang mbranang, kemringet, kepanasen, ndrodhog, panas, rai panas
🥶	atis, kadhemen, mati rasa amarga kadhemen, rai biru katisen, rai katisen
🥴	cangkem mlethat-mlethot, mata ora pakra, mendem, mlaku ora jejeg, mumet, rai mendem
😵	mumet, rai, rai mumet
😵‍💫	alangan, hipnotis, kodisek, ngelu, ngluwer, rai ngelu
🤯	njeblug ndhase, rai ndhase njeblug, tratapan
🤠	koboi lanang, koboi wadon, rai, rai nganggo topi koboi, topi
🥳	pista, rai pista, seneng-seneng, topi, trompet
🥸	irung, kaca mripat, nyamarake, nyamarke, rai, rai disamarno
😎	blereng, kacamata ireng, nggaya, rai, rai mesem nganggo kacamata ireng, srengenge
🤓	kutu buku, kutu komputer, rai, rai kutu buku
🧐	kolot, rai nganggo kacamata lensa tunggal
😕	bingung, owalah, rai, rai bingung
🫤	kuciwo, mamang, owalah, ra yakin, rai lambene menjeb
😟	kuwatir, rai, rai kuwatir
🙁	rai, rai susah, susah
☹️	nelangsa, rai, rai nelangsa
😮	cangkem, menga, rai, rai mlongo, simpati
😯	dumadakan meneng, kaget, ora nyana, rai, rai dumadakan meneng
😲	babar pisan, gumun, kaget, rai, rai gumun
😳	isin, kaget, rai, rai isin
🥺	mata ngarep-arep, ngarep-arep, rai ngarep-arep welas, welas
🥹	bangga, nangis, nesu, nolak, rai mbrambangi, sedhih
😦	cangkem, menga, rai, rai sedhih karo mlongo, sedhih
😧	kaget lan kuciwa, rai, rai kaget lan kuciwa
😨	keweden, kuwatir, rai, rai keweden, wedi
😰	anyep, kemrungsung, kringet, pucet, rai, rai kuwatir nganti kringet tumetes
😥	kuciwa, lega, rai, rai sedhih nanging lega, sedhih, syukur marang gusti
😢	luh, nangis, rai, rai nangis, sedhih
😭	luh, nangis, rai, rai nangis kejer, sedhih, sengguk-sengguk
😱	keweden, njerit, nruthuk, rai, rai mbengok keweden, wedi
😖	bingung, rai, rai prasa bingung ora karuan
😣	ora kuat, rai, rai prasa wis ora kuat maneh
😞	kuciwa, rai, rai kuciwa
😓	adhem, kringet, rai, rai prasa wis kesel nganti kringet tumetes
😩	kesel, rai, rai sayah, sayah
😫	kesel, rai, rai kesel
🥱	angop, bosen, kesel, rai angop
😤	kamenangan, menang, rai, rai sing irunge ngebul
😡	abang mbranang, mbesengut, muring, nesu, ngamuk, rai, rai mbesengut
😠	muring, nesu, rai, rai nesu
🤬	misuh, rai mawa simbol pisuhan ing cangkeme
😈	crita dongeng, fantasi, mesem, rai, rai mesem karo metu sungune, sungu
👿	dhemit, fantasi, rai, rai nesu karo metu sungune, setan, thuyul jail
💀	crita dongeng, jrangkong, monster, pati, rai
☠️	balung timpuk, jrangkong, jrangkong karo balung timpuk, monster, pati, rai
💩	monster, rai, tai, tai seunthuk, tembelek
🤡	badhut, rai, rai badhut
👹	buta ogre, crita dongeng, fantasi, monster, rai, wewujudan
👺	buta goblin, crita dongeng, fantasi, monster, rai, wewujudan
👻	crita dongeng, fantasi, monster, pocongan, rai, wewujudan
👽️	alien, fantasi, rai, saka njaba bumi, ufo, wewujudan, wujud alien
👾	alien, monster alien, rai, saka njaba bumi, ufo, wewujudan
🤖	monster, rai, robot, wujud robot
😺	cangkem, kucing, kucing ngguyu, menga, mesem, ngguyu, rai
😸	kucing, kucing ngguyu nganti merem-merem, mata, mesem, ngguyu, rai
😹	bungah, kucing, kucing ngguyu nganti luhen, luh, rai
😻	ati, kucing, kucing mesem matane metu atine, mata, mesem, rai, tresna
😼	ironis, kucing, kucing mesem ngece, mesem, ngece, rai
😽	ambung, kucing, kucing ngambung, mata, rai
🙀	hah, kaget, kucing, kucing sayah, rai, sayah
😿	kucing, kucing nangis, luh, nangis, rai, susah
😾	kucing, kucing mbesengut, mbesengut, rai
🙈	aja ndelengake sing ala, ala, larangan, munyuk, munyuk aja ndelengake sing ala, rai, weruh
🙉	aja ngrungokake sing ala, ala, krungu, larangan, munyuk, munyuk aja ngrungokake sing ala, rai
🙊	aja omong sing ala, ala, larangan, munyuk, munyuk aja omong sing ala, omong, rai
💋	ambung, lambe, tandha ambung
💌	ati, katresnan, layang, layang katresnan, surat
💘	ati katuncep panah, kupid, panah
💝	ati ditaleni pita, pita, valentin
💖	ati kinclong-kinclong, bungah, kinclong-kinclong
💗	ati nggembung, bungah, ewuh, mak ser, nggembung
💓	ati dheg-dhegan, dheg-dhegan, dheging ati, ser-seran
💞	ati mubeng-mubeng, mubeng
💕	ati loro, katresnan
💟	ati, dhekorasi ati
❣️	mbangetake, tandha, tandha penthung wujude ati, tandha wacan
💔	kelaran, lara, lara ati
❤‍🔥	ati, ati kasmaran, ati resik, kobong, pepinginan, tresna
❤‍🩹	luwih waras, mbalekake, mulehake awak, ndandani, ndandani ati, ningkatake, waras
❤️	ati, ati abang
🧡	ati kunir, kunir
💛	ati kuning, kuning
💚	ati ijo, ijo
💙	ati biru, biru
💜	ati wungu, wungu
🤎	ati, ati soklat, soklat
🖤	ala, ati ireng, culika, ireng
🤍	ati, ati putih, putih
💯	100, biji satus, kebak, satus, sekor
💢	komik, muring, nesu, simbol nesu
💥	komik, mak brak, tabrakan
💫	komik, lintang, ngelu
💦	komik, kringet, nyiprat, tesing kringet
💨	geblas, komik, mlayu, nggeblas
🕳️	bolongan
💣️	bom, komik
💬	balon, balon omongan, dhiyalog, komik, omongan, plendhungan
👁‍🗨	balon omongan, mata, mata ing njero balon omongan, seksi
🗨️	balon omongan sisih kiwa, dhiyalog, omongan
🗯️	balon, balon nesu sisih tengen, muring, nesu, plendhungan
💭	balon, balon pikiran, komik, pikiran, plendhungan
💤	komik, turu, zzzz
👋	awe-awe, tangan, tangan ngawe-awe
🤚	diangkat, geger tangan, tangan diangkat nuduhake gegere bae
🖐️	driji, megar, tangan, tangan sing driji-drijine megar
✋	angkat, tangan, tangan diangkat
🖖	driji, ngurmat cara bangsa vulcan, spock, tangan, vulcan
🫱	nengen, tangan, tangan tengen, tengen
🫲	kiwo, ngiwo, tangan, tangan kiwo
🫳	ndeleh, ngilangke, ngusir, tangan madep ngisor
🫴	nangkap, nawareke, tangan madep nduwur, teko, wenehke
👌	OK, tangan, tangan nuduhake tandha OK
🤌	basa tangan, digatukake, driji, driji digatukake, interogasi, landep
🤏	sethithik bae, tangan njiwit
✌️	kamenangan, tangan, tangan nuduhake tandha kamenangan, v
🤞	driji, driji loro tetalenan, kabegjan, tangan, tetalen
🫰	ati, duwit, larang, swara seru, tangan mawa jempol karo driji telunjuk tetalenan, trisno
🤟	ILY, tangan, tangan nuduhake tandha tresna sliramu
🤘	driji, isarat gandem apike, sungu, tandha sungu, tangan
🤙	tangan, tangan nuduhake tandha telpuna aku, telpun
👈️	driji, driji panuduh, geger tangan, geger tangan nuding ngiwa, nuding, tangan
👉️	driji, driji panuduh, geger tangan, geger tangan nuding nengen, nuding, tangan
👆️	driji, geger tangan, geger tangan nuding ndhuwur, ndhuwur, nuding, tangan
🖕	driji, driji tengah, tangan
👇️	driji, geger tangan, geger tangan nuding ngisor, ngisor, nuding, tangan
☝️	driji, driji panuduh, driji panuduh ngacung, ngacung, nuding, tangan
🫵	driji panuduh seng ngewasi, kowe, panuduh
👍️	+1, jempol, jempol ngacung, ngacung, tangan
👎️	-1, jempol, jempol ngacung mudhun, ngacung mudhun, tangan
✊	kepel, ngacungake kepel, ngantem, nggegem, tangan
👊	kepel, kepel mara, ngantem, nggegem, tangan
🤛	kepel, kepel katon saka sisih kiwa, sisih kiwa
🤜	kepel, kepel katon saka sisih tengen, sisih tengen
👏	keplok, tangan, tangan keplok-keplok
🙌	diangkat, hore, isarat, pista, tangan, tangan loro diangkat
🫶	tangan loro mbentuk ati, trisno
👐	mlumah, tangan, tangan loro mlumah
🤲	ndonga, tangan loro mandho nadhah amin, tangan loro nadhah
🤝	rapat, salam, salaman, sarujuk, tangan
🙏	maturnuwun, ndonga, njaluk, nyenyuwun, tangan, tangan nyembah
✍️	nulis, tangan, tangan nulis
💅	cet kuku, kosmetik, kuku, menikur, ngrumat
🤳	foto selfi, hp, kamera, selfi
💪	lelucon, ngotot, otot, otot lengen, otot lengen mlenthung
🦾	kalancaran, lengen mekanis, prostetik
🦿	kalancaran, prostetik, sikil mekanis
🦵	perangan awak, sikil, tendhang
🦶	pidak, sikil, tendhang, tlapakan sikil
👂️	awak, kuping
🦻	budheg, kalancaran, kuping sarwa piranti pangrungon
👃	awak, irung
🧠	pinter, utek
🫀	anatomi, deg-degan, jantung, kardiologi, organ
🫁	ambegan, ngetokake ambegan, nglebokake ambegan, organ, paru, respirasi
🦷	dokter untu, untu
🦴	balung, wrangka
👀	mata, mata sakloron, rai
👁️	awak, mata
👅	awak, ilat
👄	cangkem, lambe
🫦	gugup, kepikiran, kuwatir, nyokot lambe, ora kepenak, pacaran, wedi
👶	bayi, nom
🧒	bocah, jender netral, nom, ora tamtu lanang wadone
👦	bocah lanang, nom
👧	Virgo, bocah wadon, nom, palintangan
🧑	jender netral, ora tamtu lanang wadone, wong, wong diwasa
👱	pirang, rambut, wong arambut pirang, wong: rambute pirang
👨	lanang, wong diwasa, wong lanang
🧔	jenggot, wong, wong: jenggot
🧔‍♂	jenggot, wong lanang, wong lanang: jenggot
👱‍♂	pirang, rambut, wong lanang, wong lanang arambut pirang, wong lanang: rambut pirang
👩	wadon, wong diwasa, wong wadon
🧔‍♀	jenggot, wong wadon, wong wadon: jenggot
👱‍♀	pirang, rambut, wong wadon, wong wadon arambut pirang, wong wadon: rambut pirang
🧓	jender netral, ora tamtu lanang wadone, tuwa, wong diwasa, wong tuwa
👴	tuwa, wong diwasa, wong lanang, wong tuwa lanang
👵	tuwa, wong diwasa, wong wadon, wong wadon tuwa
🙍	isarat, sedhih, wong sedhih
🙍‍♂	isarat, sedhih, wong lanang, wong lanang sedhih
🙍‍♀	isarat, sedhih, wong lanang, wong wadon sedhih
🙎	isarat, mbesengut, wong mbesengut
🙎‍♂	isarat, mbesengut, wong lanang, wong lanang mbesengut
🙎‍♀	isarat, mbesengut, wong wadon, wong wadon mbesengut
🙅	isarat, larangan, ora kena, ora oleh, tangan, wong ngisaratake AJA
🙅‍♂	isarat, larangan, ora kena, ora oleh, tangan, wong lanang, wong lanang ngisaratake AJA
🙅‍♀	isarat, ora kena, ora oleh, tangan, wong wadon, wong wadon menehi isarat AJA
🙆	OK, isarat, tangan, wong ngisaratake OK
🙆‍♂	OK, isarat, tangan, wong lanang, wong lanang ngisaratake OK
🙆‍♀	OK, isarat, tangan, wong wadon, wong wadon ngisaratake OK
💁	anyangga, informasi, nggaya, pitulungan, tangan, wong tangane anyangga
💁‍♂	nggaya, tangan anyangga, wong lanang, wong lanang tangane anyangga
💁‍♀	nggaya, tangan anyangga, wong wadon, wong wadon tangane anyangga
🙋	bungah, isarat, ngacung, tangan, wong ngacungake tangan
🙋‍♂	isarat, ngacungake tangan, wong lanang, wong lanang ngacungake tangan
🙋‍♀	isarat, ngacungake tangan, wong wadon, wong wadon ngacungake tangan
🧏	budheg, kalancaran, krungu, kuping, wong budheg
🧏‍♂	budheg, wong lanang, wong lanang budheg
🧏‍♀	budheg, wong wadon, wong wadon budheg
🙇	isarat, kilap, mbungkuk, njaluk ngapura, wong mbungkuk ngurmati
🙇‍♂	isarat, kilap, mbungkuk, njaluk ngapura, njaluk tulung, wong lanang, wong lanang mbungkuk ngurmati
🙇‍♀	isarat, kilap, mbungkuk, njaluk ngapura, njaluk tulung, wong wadon, wong wadon mbungkuk ngurmati
🤦	dlamakan, gumun, mangkel, rai, wong anutup raine mawa dlamakan
🤦‍♂	dlamakan ing rai, gumun, mangkel, wong lanang, wong lanang anutup raine mawa dlamakan
🤦‍♀	dlamakan ing rai, gumun, mangkel, wong wadon, wong wadon anutup raine mawa dlamakan
🤷	angangkat pundhak, mangu-mangu, ora gati, ora sudi, wong angangkat pundhak
🤷‍♂	mangu-mangu, ngangkat pundhak, ora gati, ora sudi, wong lanang, wong lanang angangkat pundhak
🤷‍♀	mangu-mangu, ngangkat pundhak, ora gati, ora sudi, wong wadon, wong wadon ngangkat pundhak
🧑‍⚕	dokter, mantri, parumatan kasehatan, perawat, terapis
👨‍⚕	dokter, mantri lanang, parumatan kasehatan, perawat, terapis, wong lanang
👩‍⚕	dokter, mantri wadon, parumatan kasehatan, perawat, terapis, wong wadon
🧑‍🎓	mahasiswa, wisuda
👨‍🎓	lanang, mahasiswa, mahasiswa lanang, wisuda
👩‍🎓	mahasiswa, mahasiswa wadon, wadon, wisuda
🧑‍🏫	dosen, guru, instruktur
👨‍🏫	dosen, guru, guru lanang, instruktur, lanang
👩‍🏫	dosen, guru, guru wadon, instruktur, wadon
🧑‍⚖	hakim, timbangan
👨‍⚖	adil, hakim lanang, lanang, pradata, timbangan
👩‍⚖	hakim wadon, pradata, timbangan, wadon
🧑‍🌾	juragan tani, tani, tukang kebon
👨‍🌾	juragan tani, lanang, pak tani, tani, tukang kebon
👩‍🌾	bu tani, juragan tani, tani, tukang kebon, wadon
🧑‍🍳	koki, mangsak
👨‍🍳	koki, koki lanang, lanang, mangsak
👩‍🍳	koki, koki wadon, mangsak, wadon
🧑‍🔧	montir, tukang, tukang ledheng, tukang listik
👨‍🔧	lanang, montir, montir lanang, tukang, tukang ledheng, tukang listrik
👩‍🔧	montir, montir wadon, tukang, tukang ledheng, tukang listrik, wadon
🧑‍🏭	buruh, buruh pabrik, industri, karoseri, pabrik
👨‍🏭	buruh, buruh pabrik lanang, industri, karoseri, lanang, pabrik
👩‍🏭	buruh, buruh pabrik wadon, industri, karoseri, lanang, pabrik
🧑‍💼	arsitek, bisnis, manajer, pegawe, pegawe kantor
👨‍💼	arsitek, bisnis, lanang, manajer, pegawe, pegawe kantor lanang
👩‍💼	arsitek, bisnis, manajer, pegawe, pegawe kantor wadon, wadon
🧑‍🔬	ahli biologi, ahli fisika, ahli kimia, ilmuwan, insinyur
👨‍🔬	ahli biologi, ahli fisika, ahli kimia, ilmuwan, ilmuwan lanang, insinyur, lanang
👩‍🔬	ahli biologi, ahli fisika, ahli kimia, ilmuwan, ilmuwan wadon, insinyur, wadon
🧑‍💻	ahli teknologi, ahli teknologi wadon, developer, koder, panemu, prangkat alus
👨‍💻	ahli teknologi, ahli teknologi lanang, developer, koder, lanang, panemu, prangkat alus
👩‍💻	ahli teknologi, ahli teknologi wadon, developer, koder, panemu, prangkat alus, wadon
🧑‍🎤	aktor, biduan, musik rock, panampil, selebriti
👨‍🎤	aktor, biduan, biduan lanang, lanang, musik rock, panampil, selebriti
👩‍🎤	aktor, biduan, biduan wadon, musik rock, panampil, selebriti, wadon
🧑‍🎨	artis, palet
👨‍🎨	artis, lanang, palet, seniman
👩‍🎨	artis, artis wadon, palet, wadon
🧑‍✈	montor mabur, pilot
👨‍✈	lanang, montor mabur, pilot, pilot lanang
👩‍✈	montor mabur, pilot, pilot wadon, wadon
🧑‍🚀	astronot, roket
👨‍🚀	astronot, astronot lanang, lanang, roket
👩‍🚀	astronot, astronot wadon, roket, wadon
🧑‍🚒	blamwir, damkar
👨‍🚒	blamwir, damkar, damkar lanang, lanang
👩‍🚒	blamwir, damkar, damkar wadon, wadon
👮	aparat, pulisi
👮‍♂	aparat, lanang, pulisi, pulisi lanang
👮‍♀	aparat, pulisi, pulisi wadon, wadon
🕵️	dhetektif, nelik, telik sandi
🕵‍♂	dhetektif, dhetektif lanang, lanang, nelik, telik sandi
🕵‍♀	dhetektif, dhetektif wadon, nelik, telik sandi, wadon
💂	prejurit
💂‍♂	lanang, prejurit, prejurit lanang
💂‍♀	prejurit, prejurit wadon, wadon
🥷	didhelikake, ndhelik-ndhelik, ninja, wira
👷	bangunan, buruh, buruh bangunan, helem
👷‍♂	bangunan, buruh, buruh bangunan lanang, lanang
👷‍♀	bangunan, buruh, buruh bangunan wadon, wadon
🫅	kraton, mulya, raja, regal, wong nganggo makutha
🤴	pangeran
👸	dongeng, fantasi, putri
👳	serban, wong serbanan
👳‍♂	lanang, serban, wong lanang serbanan
👳‍♀	serban, wadon, wong wadon serbanan
👲	gua pi mao, kethu, lanang, wong lanang nganggo kethu Cina
🧕	hijab, kudhung, mantilla, tichel, wong wadon jilbaban
🤵	lanang, penganten lanang, tuksedo, wong anganggo jas tuksedo
🤵‍♂	tuksedo, wong lanang, wong lanang anganggo jas tuksedo, wong lanang anganggo tuksedo
🤵‍♀	tuksedo, wadon, wong wadon anganggo tuksedo
👰	kudhung manten, penganten wadon, pengantenan, wong, wong nganggo kudhung manten
👰‍♂	kudhung manten, lanang, wong lanang nganggo kudhung manten
👰‍♀	kudhung manten, wadon, wong wadon nganggo kudhung manten
🤰	ngandhut, wadon, wong wadon ngandhut
🫃	kebak, kembung, meteng, weteng, wong lanang meteng
🫄	kebak, kembung, meteng, weteng, wong meteng
🤱	bayi, menthili, nyusoni, penthil
👩‍🍼	bayi, ngrawat, nyusoni, wadon, wong wadon nyusoni bayi
👨‍🍼	bayi, lanang, ngrawat, nyusoni, wong lanang nyusoni bayi
🧑‍🍼	bayi, ngrawat, nyusoni, wong, wong nyusoni bayi
👼	bayi, dongeng, fantasi, malaékat, malaékat bayi, rai
🎅	Klas, Natal, Sinter Klas, bapa, pista
🤶	Ibu Klas, Klas, Natal, ibu, pista
🧑‍🎄	Klas, natal, bapa/ibu klas
🦸	becik, kadigdayan linuwih, satriya, satriya mandraguna, srikandhi
🦸‍♂	becik, kadigdayan linuwih, lanang, satriya, satriya mandraguna lanang
🦸‍♀	becik, kadigdayan linuwih, satriya, srikandhi, wadon
🦹	ala, kadigdayan linuwih, mungsuh, mungsuh digdaya, wong jahat
🦹‍♂	ala, kadigdayan linuwih, lanang, mungsuh, mungsuh digdaya lanang, wong jahat
🦹‍♀	ala, kadigdayan linuwih, mungsuh, mungsuh digdaya wadon, penjahat wadon, wadon
🧙	bagawan, dhukun, resi, wong winasis
🧙‍♂	bagawan, dhukun, wong winasis lanang
🧙‍♀	bagawan, dhukun, wong winasis wadon
🧚	Oberon, Puck, Titania, bangsa dewi, dewi
🧚‍♂	Oberon, Puck, dewa
🧚‍♀	Titania, dewi
🧛	Drakula, lelembut, vampir
🧛‍♂	Drakula, lelembut, vampir lanang
🧛‍♀	lelembut, vampir wadon
🧜	duyung, duyung lanang, duyung wadon
🧜‍♂	Triton, duyung lanang
🧜‍♀	duyung wadon
