🧑‍🍳	cunno kariye, madaxa sare, cunno kariye
👨‍🍳	kariye, madaxa kariyaha, nin, nin kariye ah
👩‍🍳	kariye, madaxa kariyaha, naag, naag kariso ah
🧑‍🔧	makaanik, tuubeeyste
👨‍🔧	dhuumo yaqaan, ganacsade, koronto yaqaan, makaanik, nin, nin makaanik ah
👩‍🔧	dhuumo yaqaan, ganacsade, koronto yaqaan, makaanik, naag, naag makaanikad ah
🧑‍🏭	kulan laysku ururay, shaqaale warshadeed
👨‍🏭	isugeynta, nin, nin shaqaale warshad ah, shaqaale, warshad, warshad ah
👩‍🏭	isugeynta, naag, naag shaqaale warshad ah, shaqaale, warshad, warshad ah
🧑‍💼	ajitekjar, ganacsi, maamule, shaqaale xafiis, white-collar, shaqaale xafiis
👨‍💼	ganacsi, maamule, muhindis dhismo, nin, nin shaqaale xafiis ah, shaqo xafiiseed
👩‍💼	ganacsi, maamule, muhindiska dhismaha, naag, naag shaqaale xafiis ah, naag xafiis ka shaqaysa, shaqo xafiis
🧑‍🔬	biyolojisti, kimistyahan, injineer, fisikyahan, saynisyahan, saynisyahan
👨‍🔬	cilmiga nafleeyda barta, farmashiiste, injineer, khabiirka cilmiga sayniska, khabiirka fiisikiska, nin, qabiir saynisyahan ah, saynisyahan
👩‍🔬	cilmiga nafleeyda barta, farmashiiste, haweeney cilmi sayniska taqaan, injineer, khabiirka cilmiga sayniska, khabiirka fiisikiska, naag
🧑‍💻	Tiknoolajiste, koodhar, horumariye, soo saare, softwaayar, tiknoolajiste
👨‍💻	Injineer, hindise, injineer, naag, nin tiknoolijiste ah, soo saare, sooftawee, tinkoolijiste
👩‍💻	hindise, injineer, naag, naag tiknoolijisate ah, soo saare, sooftawee, tiknoolijiste
🧑‍🎤	heesaa, jillaa, madadaaliye, rook, heesaa, xidig
👨‍🎤	atoore, fannaan, maddadaaleeye, nin, nin fannaan ah, xiddig, xiddig heesaa
👩‍🎤	atoore, fannaan, maddadaaleeye, naag, naag fannaanad ah, xiddig, xiddig heesaa
🧑‍🎨	fanaan, fanaan, laxan
👨‍🎨	farsama yaqaan, nin, nin farsama yaqaan ah, qalab farsamo
👩‍🎨	farsama yaqaan, naag, naag farsama yaqaan ah, qalab farsamo
🧑‍✈	darawal dayuurad, darawal dayuurad, dayuurad
👨‍✈	diyaarad, duuliye, nin, nin duuliye ah
👩‍✈	diyaarad, duuliye, naag, naag duuliye ah
🧑‍🚀	dayax u safre, gantaal
👨‍🚀	cir bixiyeen, gantaal, nin, nin cirbixiyeen ah
👩‍🚀	cir bixiyeen, gantaal, naag, naag cir bixiyeenad ah
🧑‍🚒	dab damis, taraaga dabka
👨‍🚒	dab-demis, gaariga dab-demiska, nin, ninka dab-demiska ah
👩‍🚒	dab-demis, gaariga dab-demiska, naag, naag dab-demis ah
👮	booliska, sarkaal, sarkaal boolis
👮‍♂	booliska, nin, nin sarkaal boolis ah, sarkaal, sarkaal boolis
👮‍♀	booliska, haweeney sarkaal boolis ah, naag, sarkaal, sarkaal boolis ah
🕵️	dambi-baare, dambi-baare gaar ah, jaajuus
🕵‍♂	dambi-baare, dambi-baare gaar ah, jaajuus, nin, nin dambi-baare ah
🕵‍♀	dambi-baar gaar ah, dambi-baare, jaajuus, naag, naag dambi-baarto ah
💂	ilaaliye
💂‍♂	ilaaliye, nin, nin illaaliye ah
💂‍♀	haweeney, haweeney ilaaliye ah, ilaaliye
🥷	dagaalyahan, ninja, qarsoon, sir ah
👷	dhismo, koofiyad, shaqaale, shaqaale dhismo
👷‍♂	dhismo, nin, nin shaqaale dhismo ah, shaqaale
👷‍♀	dhismo, naag, naag shaqaale dhismo ah, shaqaale
🫅	boqortooyada, gob, qof leh taaj, xukun
🤴	boqor
👸	boqorad, khiyaali, sheeko cirfiid
👳	cammaamad, qof cammaamad xiran, qof xiran cammaamad
👳‍♂	cammaamad, nin, nin cammaamad xiran
👳‍♀	cammaamad, naag, naag cammaamad xiran
👲	koofiyad, koofiyadda lafta madaxa, nin, nin xiran koofiyadda shiinaha
🧕	juuniyad, masar, naag xiran qammaar, qammaar, xijaab
🤵	caruus, nin, nin xiran suudka rasmiga, nin xiran suudka rasmiga ah, suudka rasmiga ah
🤵‍♂	nin, nin xidhan suut ka rasmiga ah, nin xidhan suutka rasmiga ah, suut
🤵‍♀	gabadh, gabadh suut xidhan, gabadh xidhan suut, suut
👰	aroos, caruusad, niqaam, shaqsi, shaqsi niqaaban, shaqsi niqaam xidhan
👰‍♂	nin, nin niqaaban, nin niqaamaban, niqaab\
👰‍♀	gabadh, gabadh niqaaban, naag niqaaban, niqaab
🤰	haweeney, haweeney uur leh, uur leh
🫃	bararsan, buuxa, caloosha, nin uur leh, uur leedahay
🫄	bararsan, buuxa, caloosha, qof uur leh, uur leedahay
🤱	canug, naas, naas-nuujin, xannaanaynta
👩‍🍼	canug, quudin, kalkaalin,naag, naag canug quudineeysa
👨‍🍼	canug, quudin, nin, kalkaalin, nin canug quudinaya
🧑‍🍼	canug, kalkaalin, qof, qof canug quudinaya, qof quudinaya canug, quudin
👼	canug, khiyaali, malaa’ig, malaa’igta caruurta, sheeko cirfiid, waji
🎅	Aabaha Ciidda Masiixigga, Aabaha ciidda Masiixigga, Alla ka cabsi, Ciidda Masiixigga, aabaha farxdda, aabe, dabbaaldeg
🤶	Alla ka cabsi, Marwada Masiixigga, Marwo, ciidda masiixigga, dabbaaldeg, hooyo
🧑‍🎄	Claus, ciida masiixiga, mx claus
🦸	awood sareeysa, geesi, geesiyad, halyeey ah, wanaagsan
🦸‍♂	awood sareeysa, geesi, nin, nin halyeey ah, wanaagsan
🦸‍♀	awood sareeysa, geesi, geesiyad, haweeney, haweeney geesinnimadeedu sareeyso, wanagsan
🦹	awood sareeysa, dambiile, qof sheyddaankiisu sareeyo, sheyddaan ah, xun
🦹‍♂	awood sareeysa, dambiile, nin, nin sheyddaannimadiisu sareeyso, nin sheyddannimadiisu sareeyso, qof sheyddaan ah, xun
🦹‍♀	awood sareeysa, dambiile, haweeney, haweeney shayddaannimadeedu sareeyso, qof sheyddaan ah, xun
🧙	naag saaxirad, saaxir, saaxirad, sixir yaqaan, sixiroole, xirfadda sixirka
🧙‍♂	nin xirfad u leh sixirka, saaxir, saaxirad
🧙‍♀	naag saaxirad, naag xirfad u leh sixirka, saaxirad
🧚	boqorka quruxda, naag qurux badan, qurux badan
🧚‍♂	nin qurux badan
🧚‍♀	naag qurux badan, qurux badan
🧛	aan dhiman, cirfiid, nin reer-aakhiraad dhiig cab ah, reer-aakhiraad dhiig cab ah
🧛‍♂	aan dhiman, cirfiid, nin reer-aakhiraad dhiig cab ah
🧛‍♀	aan dhimanayn, naag reer-aakhiraad dhiig cab ah
🧜	gabareey-maanyo, haweeney cajiib ah, qof cajiib ah, wiilo-maanyo
🧜‍♂	ninka gabareey-maanyada, wiilo-maanyo
🧜‍♀	gabareey-maanyo, gabreey-maanyo, haweeney cajiib ah
🧝	ruuxaan, sixir ah
🧝‍♂	ruuxaanta ragga, sixir ah
🧝‍♀	ruuxaanta haweenka, sixir ah
🧞	jinka, sixirka jinka
🧞‍♂	jinka, jinka ragga
🧞‍♀	jinka, jinka haweenka
🧟	aan dhiman, mayd socda, qof dhintay soo noolaaday
🧟‍♂	aan dhiman, mayd socda, nin dhintay oo soo noolaaday, nin dhintay soo laabtay
🧟‍♀	aan dhiman, haweeney dhimatay soo laabatay, haweeney dhimatay soo noolaatay, mayd socda
🧌	bahal, foolxun, khayaali, sheeko xariir
💆	birkuyeeri, duugis, qof loo duugayo, waji
💆‍♂	duugis, nin, nin loo duugayo, waji
💆‍♀	duugis, haweeneey loo duugayo, haweeney, haweeney loo duugayo, waji
💇	birkuyeeri, qof timaha loo jarayo, quruxda, timo-jar, timo-jare
💇‍♂	nin, nin timaha loo jarayo, timo-jar
💇‍♀	haweeney, haweeney timaha loo jarayo, timo-jar
🚶	qof soconaya, socod, socod dheer, socodka
🚶‍♂	nin, nin soconaya, socod, socod dheer
🚶‍♀	haweeney soconaysa, naag, naag socota, socod, socod dheer
🧍	istaag, qof taaggan, taaggan
🧍‍♂	nin, nin taaggan, taaggan
🧍‍♀	naag, naag taaggan, taaggan
🧎	jilba dhiganaya, jilba dhigo, qof jilbaha dhiganaya
🧎‍♂	jilba dhiganaya, nin, nin jilba dhiganaya
🧎‍♀	jilba dhiganayasa, naag, naag jilba dhiganaysa
🧑‍🦯	indhoole, marin u helid, qof wata bakoorad cas
👨‍🦯	awood u yeelid, indhoole, nin, nin sita usha cad indhoolaha
👩‍🦯	awood u yeelid, indhoole, naag, naag sidata usha cad indhoolaha
🧑‍🦼	awoood u yeelid, qof kufadhiya gaari matoor leh, qof saaran gaari matoor leh/ gaari curyaan
👨‍🦼	awood u yeelid, kursi curyaan, nin, nin saaran kursi curyaan matoor leh, nin saaran kursiga curyanka koronto ku shaqeeya
👩‍🦼	awood u yeelid, gabadh saaran kursi curyaan matoor leh, kursiga curyaanka, naag, naag ku fadhida kursiga curyaanka koronta ku shaqeeya
🧑‍🦽	awood u yeelid, gaari curyaan, qof ku fadhiya gaari curyaanka gacanta, qof ku fadhiya gaari curyaanka gacanta qof ku fadhiya gaari curyaanka gacantaqof ku fadhiya gaari curyaanka gacanta
👨‍🦽	awood u yeelid, kursiga curyaanka, nin, nin saaran kursiga curyaanka macmac ah
👩‍🦽	awood u yeelid, kursiga curyaanka, naag, naag fadhida kursiga curyaanka macmal ah
🏃	maratoon, orodka, qof ordaya
🏃‍♂	maratoon, nin, nin ordaya, orodka, tartan orod
🏃‍♀	maratoon, naag, naag ordaysa, orod, tartan orod
💃	naag, naag qoob-ka-cayaaraysa, qoob-ka-cayaaridda
🕺	nin qoob-ka-cayaaraya, qoob-ka-cayaaridda
🕴️	ganacsi, nin suud xiran oo milicsanaya, suud
👯	dad leh dhaggo bakayle, dhag bakayle, qoob-ka- cayaare, xafladaynta
👯‍♂	dhag bakayle, qoob-ka-cayaare, rag, rag leh dhaggo bakayle, xafladaynta
👯‍♀	dhag bakayle, naag leh dhaggo bakayle, qoob-ka-cayaare, xafladeeye
🧖	qof ku jira qol uummi ah, qol hawo kulayl leh, qolka uummigga
🧖‍♂	nin ku jira qol uummi ah, qol hawo kulul leh, qolka uummigga
🧖‍♀	naag ku jirta qol uummi ah, qolka hawada kulul, qolka uummigga
🧗	fuule, qof meel fuulaya
🧗‍♂	fuule, nin meel fuulaya
🧗‍♀	fuule, naag meel fuulaysa
🤺	qof ku loolamaya seef, qof ku loollamaya seef, seef ku loollame, seef ku loollamid, seefta
🏇	faras, farddo wade, tartan fardood, tartan fardoodka, tartanka
⛷️	alwaax baraf kula socod, baraf, qof alwaaxa barafka kula socda, qofka alwaax baraf kula socda
🏂️	alwaax kula socod baraf, alwaaxa barafka, baraf, qofka alwaaxa barafka kula socda, qofka yaqaano alwaax baraf kula socosahada
🏌️	goolof, kubad, qof cayaaraya goolof
🏌‍♂	goolof, nin, nin cayaaraya goolof
🏌‍♀	goolof, naag, naag cayaaraysa goolof
🏄️	kula socoshada alwaaxa hirka biyaha, qof alwaaxa hirka biyaha kula soconaya
🏄‍♂	kula socoshada alwaaxa hirka biyaha, nin, nin alwaaxa hirka biyaha kula soconaya
🏄‍♀	kula socoshada alwaaxa hirka biyaha, naag, naag alwaaxa hirka biyaha kula soconaysa
🚣	doon, huuri, qof doon wada
🚣‍♂	doon, huuri, nin, nin doon wada
🚣‍♀	doon, huuri, naag, naag doon wadda
🏊️	dabaalo, qof dabaalanaya
🏊‍♂	dabaalo, nin, nin dabaalanaya
🏊‍♀	dabaal, naag, naag dabaalanaysa
⛹️	kubad, qof cayaaraya kubadda boodda
⛹‍♂	kubad, nin, nin cayaaraya kubadda boodda
⛹‍♀	kubad, naag, naag cayaaraysa kubadda boodda
🏋️	culeyska, qaade, qof qaadaya culeyska
🏋‍♂	culeys qaade, nin, nin qaadaya culeyska
🏋‍♀	culeys qaade, naag, naag qaadaysa culeyska
🚴	baaskiil wade, baaskiil wadista, baaskiilka, qof baaskiil wada
🚴‍♂	baaskiil, baaskiil wade, nin, nin baaskiil wada, wadista baaskiilka
🚴‍♀	baaskiil, baaskiil wade, baaskiil wadista, naag, naag baaskiil wadda
🚵	baaskiil, baaskiil wade, buur, jecel baaskiil wadista, qof baaskiil buur ku wada, qof buur baaskiil ku wada, wadista baaskiilka
🚵‍♂	baaskiil, baaskiil wade, buur, nin, nin baaskiil buur ku wada, wadista baaskiilka
🚵‍♀	baaskiil, baaskiil wade, buur, naag, naag baaskiil buur ku wadda, wadaya baaskiil, wadista baaskiilka
🤸	jimicsi, jimicsiga gacma saarka, qof samayanaya jimicsiga gacma saarka, qof samaynaya jimicsiga gacma saarka
🤸‍♂	jimicsi, jimicsiga gacmasaarka, nin, nin jimicsiga gacma saarka samaynaya
🤸‍♀	gaari gacan, jimicsi, naag, naag jimicsanaysa
🤼	dad lagdamaya, lagdame, lagdin
🤼‍♂	lagdin, rag, rag lagdamaya
🤼‍♀	lagdin, naag, naaga lagdamaya, naago lagdamaya
🤽	biyo, kubad, qof cayaaraya kubadda biyaha
🤽‍♂	kubadda biyaha, nin, nin cayaaraya kubadda biyaha
🤽‍♀	kubadda biyaha, naag, naag cayaaraysa kubadda biyaha
🤾	kubad, kubadda gacanta, qof cayaaraya kubadda gacanta
🤾‍♂	kubadda gacanta, nin, nin cayaaraya kubadda gacanta
🤾‍♀	kubadda gacanta, naag, naag cayaaraysa kubadda gacanta
🤹	dheelitirka, hawla badan fulinta, qof shaqo badan wada qabanaya, shaqo badan qabashada, xirfad
🤹‍♂	fulinta hawla badan, nin, nin hawla badan wada qabanaya, shaqo badan qabashada
🤹‍♀	fulinta hawla badan isla hal mar, naag, naag hawla badan wada qabanaysa, shaqo badan wada qabasho
🧘	milicsi, qof ku jira habka fadhiga luga is gudubka, qofka ku jira habka fadhiga luga is gudubka, xakamaynta neefta
🧘‍♂	milicsi, nin ku jira fadhiga luga is gudubka, nin ku jira habka fadhiga luga is gudubka, xakamaynta neefta
🧘‍♀	haweeney ku jirta fadhiga luga is-gudubka, milicsi, naag u fadhida habka luga is-gudubka, xakamaynta neefta
🛀	qof qubeysanaya, qubeys, tuubo qubeys
🛌	hudheel, hurdo, qof sariir ku jira
🧑‍🤝‍🧑	dad gacmaha is haysta, gacan, is haysasho, is haysta gacmaha, lamaane, qof
👭	haween haysta is gacmaha, lammaane
👫	gacan, is haysta gacmaha, naag, naag iyo nin gacmaha is haysta, nin, qabasho, saaxiibo
👬	Gemini, burji, gacmaha is haysta, laba nin oo gacmaha is haysta, lamaane, mataano, nin, rag, rag gacmaha is haysta
💏	lammaane, shumis
💑	Jaceyl, lammaane, lammaane is jecel
👪️	Qooys, Qooys caruur ah
🗣️	Madax hadlaya, farshaxan sawir mugdi ah, hadal, hadlaya, madax, waji
👤	Farshaxan sawir xabad dumar ah, Sawir muuqaal dumar qaarka hore mugdi ah, farshaxan sawir oo mugdi ah, sawir muuqaal rag mugdi ah
👥	Farshaxan sawir xabad dumar ah, Farshaxan sawir xabad dumar oo mugdi ah, farshaxan sawir oo mugdi ah, sawir muuqaal rag mugdi ah
🫂	dad hab isi siinaya, hab siin, haloow, macsalaama, mahadsanid
👣	calaamad, dharka, raad, raadad
🦰	madax cas, sinjibiil, timo cas
🦱	timo adag, timo laalaada, timo walaaqan, walaaqan
🦳	caddaan, gaboobay, sibidhi, timo, timo cad
🦲	bidaar, bilaa timo, kimiko ku dawayn, xiiran
🐵	daanyeer, waji, waji daanyeer
🐒	daanyeer
🦍	goriilla
🦧	daanyeer, danyeer weyn cas
🐶	dab-joog, eey, waji, waji eey
🐕️	dab-joog, eey
🦮	eyga haggaha, hagge, indhoole, la heli karo
🐕‍🦺	adeeg, ey, eyga adeegga, gargaar, la heli karo
🐩	dhogor, dhogorta, eey
🐺	waji, yeey
🦊	dawaco, waji
🦝	cajiib, dabacaddeeye, khiyaamo leh
🐱	bisad, dab-joog, waji, waji bisad
🐈️	bisad, dab-joog
🐈‍⬛	bisadda madoow, bissad, madow, nasiib darro
🦁	hara, jodo, libaax, waji
🐯	shabeel, waji, waji shabeel
🐅	shabeel
🐆	haramacad
🐴	faras, waji, waji faras
🐎	faras, faras wadid, faraska orodka, tartanka
🦄	waji, xayawaan khuraafi ah
🦓	dameer-farow, jiitin
🦌	deero
🦬	dibi reer galbeed, dibiga yurub, lo gisi, raxan
🐮	sac, waji, waji sac
🐂	baqay, dibbi, meecaad, urur
🐃	biyo, lo’ gisi, lo’ gisida biyaha
🐄	lo’, sac
🐷	doofaar, waji, waji doofaar
🐖	beer, doofaar
🐗	doofaar, khinsiir
🐽	doofaar, san, san doofaar, waji
🐏	cutubka meecaad, ido, lab, laxo, wan
🐑	dheddig, ido, lax
🐐	cutubka meecaad, ri, riyo
🐪	geel, geela carabta, tuurta
🐫	geel, geel laba tuure, geel laba-tuure, tuur
🦙	dhoogorta, faraca geela, geel bakayle, geela alpaka
🦒	dhibco, geri
🐘	maroodi
🦣	Maroodiga weeyn, dabar go’a, dhogor leh, fool dheer, maroodi, weyn
🦏	wiyil
🦛	faraska yaxaaska, jeer
🐭	waji, waji walasandheer, walasandheer
🐁	walasandheer
🐀	jiir
🐹	dab-joog, jiir booge, waji
🐰	bakayle, bakayle dhal, dab-joog, waji
🐇	bakayle, bakayle dhal, dab-joog
🐿️	bushucle, bushucle boor, dabaggaale
🦫	oorso yar oo xeeb kunool, war
🦔	kashiito, xiddig-dhul
🦇	dhiigyacab, fiidmeer
🐻	oorso, waji
🐻‍❄	aktik, cadaan, oorso, oorso waqooyi
🐨	korow, oorso
🐼	ooroso madow, oorso madow, waji
🦥	caajis, tartiib, wahsi
🦦	ciyaara, kalluumaysiga, kalluunka casiirka
🦨	xayawaab qurmuun, xayawaan uuro leh
🦘	Awstaraaliya, bood, kangaaruu, kangaaruu yar
🦡	xoor, xoor malab
🐾	cag xayawaan, caggo, raad, raad xayawaan
🦃	diikh rumiin, shimbir
🐔	diggaag, shimbir
🐓	diiq, shimbir
🐣	cunug, jiiw, jiiw dhalanay, jiiw dhalanaya, shimbir
🐤	cunug, cunug diggaag, jiiw, shimbir
🐥	cunug, cunug diggaag hor soo eegaya, cunugga diggaaga hor soo eegaya, jiiw, shimbir
🐦️	shimbir
🐧	shimbir, shimbir baraf
🕊️	buubid, nabad, qoolleey, shimbir
🦅	gorgor, shimbir
🦆	muwaata, shimbir
🦢	booloboolo, cunug booloboolo, cunug muwaata, shimbir
🦉	caqli, guumays, shimbir
🦤	Mauritius, booloboolo, dabar go’a, shimbir boolo, weyn
🪶	baalal, duulimaad, gooynta, shimbir
🦩	dhaldhalaalaya, kulaylaha, qudunquuto
🦚	birbirqaya, daa’uus, dheddig dagiiran, shimbir
🦜	baqbaqaaq, hadal, shimbir, tuug
🐸	rah, waji
🐊	yaxaas
🐢	diin, qubo, qubo dhal ah
🦎	qoroto, xammaarato
🐍	abeeso, dhala, mactab meecaad, mas, sangaaba
🐲	masduulaagi, sheeko quraafi, waji, waji masduulaagi
🐉	masduulaagi, sheeko quraafi
🦕	dhaynasoorkii danbe, sauropod-ka
🦖	lama yaqaano, waa wax la aqoon
🐳	mataggaya, nibiri, nibiriga mataga, waji
🐋	nibiri
🐬	hoon-baro, sayn dabaal
🦭	libaax badeed, shaabad
🐟️	kalluun, kalluun kolonyo, mactab meecaad
🐠	kalluun, kalluunka kulaylaha, kulaylaha
🐡	kalluun, kalluunka baaqa
🦈	kalluun, kalluun libaax
🐙	farammugo
🐚	kor u wareegaya, xanjaleel, xanjaleel wareegaya
🪸	badweynta, dhagax badeed, dhagax dixeed
🐌	dixiri qolof leh
🦋	balanbaalis, cayayaan, qurux badan
🐛	cayayaan, kutaan
🐜	cayayaan, quraanjo
🐝	cayayaan, shinni, shinni malab
🪲	cayayaan, faraanfar, kutaan
🐞	cayayaan, duqsiyada dheddiga, duqsiyo, kutaan dheddig, shimbir bay ah
🦗	jiiq-jiiqle, jirriqaa
🪳	baranbaro, baranbarooyin, cayayaan
🕷️	caaro, cayayaan
🕸️	xuub caaro
🦂	dib qallooc, mactab meecaad, qoyska dib qallooc
🦟	cayayaan, cudur, duumada, fayruus, kaneeco, qandho
🪰	cayayaan, cudur, dixri, duqsi, qudhmay
🪱	dirxi, dirxiga dhulka, dulle, hooryaan
🦠	amiiba, bakteeriya, mikrobe
💐	ubax, ubaxyo, ubayo
🌸	ubax, ubax cas, ubax geed, ubaxa buundada
💮	ubax, ubax cad
🪷	Budhiism, Fiyatnaam, Hindiya, Hinduuga, daahirnimo, lotus, ubax
🏵️	dhir, ubaxa sharraxa
🌹	ubax, ubax koob
🥀	ubax, ubaxa didilaaca
🌺	Ubax, jirrid leh
🌻	gabbaldaye, qorrax, ubax
🌼	ubax, ubax geed
🌷	ubax, ubax caano
🌱	geed naqan, soo baxaya
🪴	aan waxtar lahayn, caaajis, dhir, dhirta guriga, guri, kobcinta, korin
🌲	geed, geed abaareed
🌳	caleen daadin, geed, geed magool, magool
🌴	geed, geed timir, timir
🌵	dhir, tiin
🌾	dhag, geed bariis, geedka bariiska, haruur
🌿	caleen, geed
☘️	dhir, dhir gaaban saddex caleen leh
🍀	4, afar, caleen, geed, geed afar caleenle
🍁	caleen, caleen jiifta, dhacaysa, jiifta
🍂	caleen, caleen dhacday, dhacaysa
🍃	buubid, caleen, caleen dhex buubaysa dabaysha, dabayl, heebaabid
🪹	buul faaruq ah, buul samay
🪺	buul leh ukumo, buul samayn
🍇	canab, khudaar
🍈	khudaar, qare
🍉	khudaar, xab-xab
🍊	khudaar, liin, oranji
🍋	khudaar, liin bambeelmo, liin dhannaan
🍌	khudaar, moos
🍍	caananaas, khudaar
🥭	cambe, khudaar, kulaylaha
🍎	guduud, khudaar, tufaax, tufaax guduud
🍏	cagaar, khudaar, tufaax, tufaax cagaar
🍐	cambaruud, khudaar
🍑	khudaar, miro guduud
🍒	canuuni, guduud, jeerigga, khudaar
🍓	canuuni, frawla, istaroobeeri, khudaar
🫐	canab, canabka baluuga ah, canabka gaduudan
🥝	cunto, khudaar, miraha qamboob, qamboob
🍅	khudaar, khudradda, yaanyo
🫒	cunno, saytuun
🥥	caananaas & qumbe, qumbe, timir
🥑	afokaadho, cunto, khudaar
🍆	dhir ukun, khudrad, qajaar dibadeed
🥔	baradha, cunto, khudradda
🥕	cunto, dabocase, khudrad
🌽	dhag, galley, sabuul galley, xabbaasha
🌶️	basbaas, kulul
🫑	basbaas, basbaas dawan, capsicum, khudradda
🥒	cunto, khudrad, qajaar, qajaar dhanaanin
🥬	ansalaata, caggaar, caleen caggaar, caleenta cagaaran, kaabash
🥦	barakooli, kaabashka diggaaga
🧄	iidaan, toon
🧅	basal, dhadhan u yeela
🍄	baaraabuq, barkin waraabe
🥜	cunto, khudrad, loows, loowska, mir loows
🫘	badar, cuntada, digir, kilyaha
🌰	dhir, loows duban
🍞	gabal, rooti
🥐	cunto, faransiis, qureec faransiis macaan, rooti duuban
🥖	baguette-ka, cunto, faransiis, rooti, rootiga baguette-ka
🫓	rooti bafloow, rooti carbeed, rooti laatiin, rootiga labada isugu xiran
🥨	buskud ulo ah, marmaroogsan
🥯	bagel-ka, foornada rootiga, pagel-ka
🥞	canjeelo, canjeelooyin, cunto, keeg kulul
🧇	bir, doolshe, go’aan darro
🧀	burcad, gabal burcad, gabal burcad ah
🍖	hilib, hilibka lafta, laf
🍗	diggaag, diggaagga, laf, lug, lug diggaag, lug durbaan
🥩	booddada, gooyo hilib, jar-jar, jar-jar doofaar, jar-jar nayl
🥓	cunto, hiib, hilib doofaar
🍔	baagarka, hambaagar
🍟	faransiis, shiilid faransiis, shiilidda
🍕	Pizza-da, burcad, cad, pizza-da
🌭	duuban, eey kulul, hilib duuban
🥪	rooti, saanbuus
🌮	taakada meksikaanka, taako
🌯	duub ah, meksikaan, toortiila, toortiilada meksikaanka
🫔	duuban, mexican, tamale, unno maksikaan
🥙	cunto, falafeel, rooti khudrad laga buuxiyay
🧆	diggaag-digir, falafeel, hilibka jarjaran
🥚	cunto, ukun
🍳	bir daawo, karinta, shiilidda, ukun
🥘	bariis isbaanish, bir daawo, bir daawo gun-dhow oo cunno ah, cuno fuud foornaysan, gun dhow
🍲	digsi, digsi cunno ah, fuud
🫕	Switzerland, dhalaalay, dheriga, digsi cunnno lagu diyaariyay, fondue, jiis, shukulaatada
🥣	baaquli iyo qaaddo, badar, qureec
🥗	ansalaata, anslaata cagaaran, cagaar, cunto
🍿	salool
🧈	caano, subag
🧂	cusbo, ruxaha, walxaha cusbada
🥫	cunno qasacadaysan, qasacad
🍱	sanduuq qado, suuq qado
🍘	bariis, qubka, qubka bariis
🍙	bariis, bariis kubbad, jabbaanka, kubbad
🍚	bariis karsan
🍛	bariis khudrad hilib leh
🍜	baaquli, baaquligga uumigga, baasta dheer, baastada ramen, uuminta
🍝	baasta, isbageeti
🍠	bataata, bataata la solay, la solay, macaan
🍢	cunno badeed, cunno hal digsi wax badan ka kooban, keebaab, ul
🍣	cunnada jabbaanka
🍤	kalluun, kalluun la shiilay, shiilan, xayawaan badeed qolof ah
🍥	kalluun, kalluun keeg oo duuban, keeg
🥮	dayrta, diggaaga qoyan, kalluunka dayaxa, xaflad
🍡	daango, jabbaanka, macaanl, macmacaan, ul
🥟	cajiimid, cajiimidda iyo ul ku dhajinta
🥠	buskud macaan, qof xariif ah, saadaalinta
🥡	sabduuqa lohodka lagu qaato
🦀	carsaanyo, kansar, mactab meecaad
🦞	argoosto, ciddiyaha, cunno badeed, maraq dufan ee kalluun
🦐	cunto, kalluun qolof la shiilay, qolof kalluun, qolof kalluun la shiilay, yar
🦑	cunto, xayawaan badeed
🦪	lohod, luul, quusidda
🍦	baraf, jallaata, jallaato jilicsan, jilicsan, labeen, macaan, macmacaan
🍧	baraf, la burburiyay, macaan, macmacaan, macmacaan baraf la buburiyay
🍨	baraf, jallaato, labeen, macaan, macmacaan
🍩	burcad, keek macaan loo shiilan cajiin ahaan, macmacaan
🍪	buskud macaan, keeg macaan, macaan, macmacaan
🎂	cajiin, dabbaaldeg, keegga, keegga maalinka dhalashada, maalinka dhalashada, macaan, macmacaan
🍰	cajiin, gabal, keeg, keeg yar, macaan, macmacaan
🧁	goob rooti lagu dubo, koob keeg, macaan
🥧	buuxinta, cajiinka, doolsho
🍫	gabal, macaan, macmacaanka, shukulaato
🍬	macaan, macmacaan, nacnac
🍭	macaan, macmacaan, nacnac, nacnac ul ballaaran
🍮	dubista, labaniyad, macaan, macmacaan
🍯	digsi, digsi malab, macaan, malab
🍼	caano, cab, dhalada ilmaha, dhalo, ilma
🥛	caano, cab, galaas, galaas caano ah
☕️	bun, cab, cabbitaan, cabitaan kulul, kulul, shah, uumiyaynta
🫖	cab, jalmad, kirli, shaah
🍵	cab, cabbitaan, koob, koob shah ah oon sidda lahayn, shah
🍶	baar, cab, cabbitaan, dhalo, khamra jabbaan, khamro jabbaan, koob
🍾	baar, dhalo, dhalo khamri ubrinaysa, gufka, khamri, ubrinaysa
🍷	baar, cab, cabbitaan, galaas, galaas khamri ah, khamri
🍸️	baar, cab, galaas, galaas kooktayl ah, kooktayl
🍹	baar, khamri, khamriga kulul, kulul
🍺	baar, cab, khamri, koob, koob khamri ah
🍻	baar, cab, isku dhufashada koobab khamri, isku dhufsashada koobab khamri ah, khamri, koob, ku dhufo
🥂	cab, dabbaldeg, galaas, galaasyo isku dhufashada, ku dhufo
🥃	gaaban, galaas, galaas dhalo, khamri, khamri culus
🫗	cab, daadi, dhamee, galaas, ku shubaya dareere
🥤	casiir, koob iyo istaroow, koob wata istaroow, soodha
🧋	caano, luul, shaah, shaah xumbaale, xumbo
🧃	sanduuq cabitaan, sanduuq casiir ah
🧉	cab, lamaane
